loan_amnt,int_rate,annual_inc,dti,fico_range_low,revol_util,target
15250.0,13.98,57000.0,16.76,725.0,44.4,0
10000.0,6.99,255000.0,7.96,740.0,44.8,0
8000.0,5.32,78000.0,7.11,680.0,58.0,0
10000.0,10.9,69800.0,9.94,665.0,54.6,0
20000.0,8.9,73000.0,10.26,715.0,30.7,0
19475.0,11.99,72000.0,27.18,715.0,19.2,0
30000.0,11.39,110000.0,18.08,695.0,19.7,0
8400.0,14.65,26000.0,9.6,660.0,44.0,0
16975.0,21.45,55000.0,22.34,685.0,61.0,0
6000.0,24.85,87550.0,25.88,730.0,32.0,1
12000.0,14.33,50000.0,19.75,665.0,45.7,0
3000.0,11.53,83000.0,36.74,705.0,90.0,0
10000.0,12.62,25000.0,28.78,695.0,45.8,0
5000.0,14.65,58212.0,26.51,675.0,87.3,1
6000.0,18.25,75000.0,24.88,700.0,58.9,0
21000.0,7.89,158000.0,16.91,685.0,72.8,0
8075.0,6.03,35000.0,14.16,740.0,27.4,0
15000.0,7.26,66500.0,20.87,680.0,39.3,1
21725.0,17.27,60000.0,22.87,715.0,75.2,1
23775.0,12.29,125000.0,13.1,665.0,56.0,1
21000.0,11.14,86000.0,10.13,700.0,32.5,0
12000.0,12.12,65000.0,15.08,675.0,56.0,0
1200.0,12.69,6000.0,23.6,700.0,23.4,0
30000.0,30.65,70000.0,21.29,730.0,14.3,1
5000.0,10.49,150000.0,25.33,685.0,30.2,1
12000.0,7.89,52000.0,26.55,685.0,53.3,0
8000.0,10.99,225000.0,13.26,670.0,97.8,0
17500.0,12.69,72548.16,28.52,675.0,16.2,0
40000.0,8.24,115000.0,11.66,695.0,43.8,0
16775.0,9.75,69500.0,31.77,715.0,69.0,0
28000.0,15.05,82000.0,30.89,720.0,21.2,1
10000.0,5.32,50000.0,20.16,785.0,22.8,0
10350.0,19.99,70000.0,20.5,670.0,56.1,1
35000.0,18.99,85000.0,22.66,690.0,51.0,0
9525.0,14.65,40000.0,13.56,755.0,5.7,0
8000.0,5.32,61537.84,21.47,720.0,19.3,0
5000.0,9.67,25000.0,9.27,675.0,43.4,0
3000.0,8.9,85000.0,15.35,720.0,81.8,0
5025.0,19.99,16800.0,37.86,690.0,32.0,1
8000.0,9.16,68000.0,8.22,690.0,37.1,0
5000.0,9.75,20000.0,8.34,665.0,50.1,0
12000.0,12.99,50000.0,11.33,695.0,31.3,0
8000.0,7.62,28900.0,28.82,740.0,35.4,1
2400.0,13.35,100000.0,28.37,670.0,92.7,0
28000.0,9.8,62000.0,21.87,710.0,68.5,0
10000.0,9.43,40000.0,18.0,740.0,1.7,0
36000.0,10.99,90000.0,13.03,725.0,21.1,0
11000.0,10.91,80000.0,7.28,680.0,55.5,0
19000.0,13.98,95000.0,4.86,695.0,68.0,0
30000.0,17.27,155000.0,21.02,665.0,98.3,0
7000.0,19.03,33000.0,21.51,660.0,37.4,1
12000.0,9.17,90444.0,17.38,685.0,66.0,0
25000.0,15.61,99000.0,15.71,685.0,53.3,0
10000.0,14.09,72000.0,10.87,695.0,49.0,0
20000.0,17.57,70000.0,19.7,670.0,49.8,0
40000.0,9.44,130000.0,7.62,705.0,75.6,0
35000.0,19.24,171000.0,22.05,670.0,37.0,0
25000.0,17.27,63000.0,22.23,670.0,76.4,1
15000.0,9.99,130000.0,0.96,685.0,29.1,0
9500.0,12.69,54000.0,10.98,675.0,62.0,0
7000.0,19.39,43000.0,5.64,660.0,92.0,0
20000.0,12.85,125600.0,10.92,705.0,38.0,0
35000.0,16.99,110000.0,20.97,680.0,59.2,0
10000.0,10.16,56325.0,13.66,690.0,47.3,0
16000.0,15.31,70000.0,14.64,685.0,61.1,0
3550.0,13.33,53000.0,21.31,690.0,48.6,0
2300.0,17.09,70000.0,17.01,700.0,25.5,0
11700.0,12.99,35000.0,21.83,660.0,48.5,0
23325.0,10.99,55000.0,11.7,685.0,23.5,0
8000.0,15.31,24845.16,27.44,695.0,85.3,1
4000.0,10.99,47502.0,4.09,665.0,88.8,0
6000.0,12.99,84000.0,18.66,665.0,41.0,0
2000.0,17.76,40000.0,9.3,670.0,50.5,0
20000.0,12.74,55000.0,8.47,680.0,59.3,0
11000.0,10.99,92000.0,6.52,690.0,45.5,0
11725.0,24.5,38000.0,25.94,690.0,61.7,1
14000.0,10.91,51000.0,13.25,685.0,51.2,0
1500.0,12.62,60000.0,12.4,745.0,24.3,0
6300.0,6.54,30096.0,7.81,760.0,0.0,1
16800.0,9.99,45000.0,21.76,700.0,74.9,0
30000.0,15.05,75000.0,15.58,685.0,10.9,1
3500.0,18.75,41000.0,16.19,660.0,80.7,0
11000.0,10.99,85000.0,10.54,660.0,73.3,0
10000.0,15.31,46000.0,9.03,675.0,56.2,0
5000.0,11.98,100000.0,10.44,665.0,59.1,0
6000.0,11.44,25500.0,30.35,675.0,59.4,0
9000.0,15.31,77000.0,32.88,675.0,63.2,0
32000.0,17.27,90000.0,21.39,750.0,22.3,1
20750.0,5.32,75000.0,21.54,755.0,27.4,0
25000.0,11.86,139000.0,5.21,775.0,21.4,0
7200.0,12.29,50000.0,11.63,715.0,32.2,0
6700.0,16.99,75000.0,32.8,675.0,73.5,0
24000.0,13.33,145000.0,8.81,700.0,20.4,0
17000.0,9.17,54000.0,22.07,710.0,44.5,0
15000.0,16.2,110000.0,12.35,670.0,61.0,0
12000.0,7.35,64500.0,29.56,680.0,34.5,0
9600.0,16.02,89000.0,18.06,685.0,89.2,1
10000.0,5.79,137004.0,13.02,775.0,28.8,0
5000.0,20.0,198000.0,15.44,690.0,88.3,1
10200.0,13.67,30000.0,8.28,660.0,31.2,0
10000.0,8.39,82000.0,5.14,685.0,67.7,0
21000.0,9.43,75000.0,13.35,685.0,13.0,0
15000.0,14.47,60000.0,23.26,715.0,35.5,0
18000.0,12.49,95000.0,17.33,665.0,80.5,0
2400.0,11.55,50000.0,2.74,710.0,20.7,0
18000.0,9.67,74700.0,19.02,735.0,34.3,0
21000.0,8.9,145000.0,4.13,690.0,42.4,0
7000.0,18.99,23400.0,24.1,685.0,77.0,0
11000.0,6.92,76000.0,5.98,665.0,59.4,0
3600.0,14.46,69000.0,31.15,675.0,65.3,0
23000.0,16.59,50000.0,29.98,695.0,75.6,1
7000.0,12.79,70000.0,7.41,660.0,84.7,0
10000.0,14.46,52000.0,10.89,730.0,19.6,0
13475.0,16.55,27040.0,22.64,665.0,63.2,0
6500.0,8.99,75000.0,11.47,675.0,50.6,0
3000.0,5.32,80000.0,2.07,755.0,18.8,0
35000.0,15.99,70000.0,19.3,695.0,68.7,0
9000.0,7.49,210000.0,6.97,700.0,26.3,0
20000.0,13.59,60000.0,30.16,740.0,45.1,0
20000.0,7.62,88000.0,7.63,705.0,47.5,0
13000.0,9.67,43000.0,18.73,715.0,86.6,0
25000.0,6.89,56000.0,23.87,700.0,46.6,0
9000.0,13.99,64000.0,11.36,690.0,7.5,0
35000.0,13.99,150000.0,17.22,705.0,81.3,0
7200.0,9.44,12000.0,73.9,680.0,41.9,0
7200.0,6.03,38000.0,10.2,780.0,10.9,0
3500.0,14.49,37000.0,3.73,660.0,29.1,0
35000.0,11.99,200000.0,7.83,685.0,46.0,0
26000.0,11.47,82000.0,14.31,680.0,27.5,0
9600.0,11.49,40000.0,15.24,665.0,63.9,1
6000.0,10.75,18000.0,16.93,665.0,40.8,0
10000.0,6.24,115200.0,0.93,775.0,19.8,0
10000.0,10.49,32000.0,16.49,705.0,82.6,0
16000.0,7.39,80000.0,12.71,710.0,47.2,0
13700.0,28.69,60000.0,18.14,660.0,44.5,1
12250.0,15.22,35394.0,17.63,675.0,62.3,0
22350.0,13.99,52000.0,12.12,690.0,89.1,1
6000.0,15.61,128000.0,6.26,760.0,20.7,0
40000.0,14.08,65000.0,22.82,715.0,85.0,0
20000.0,15.61,77000.0,15.12,700.0,51.5,0
12000.0,9.76,45000.0,11.81,725.0,21.1,0
12000.0,10.99,65000.0,8.59,665.0,61.6,0
15000.0,13.35,68000.0,14.84,695.0,89.2,0
15000.0,9.44,96000.0,20.56,705.0,82.0,0
13500.0,19.92,46000.0,27.42,665.0,54.1,0
16000.0,15.99,72000.0,8.53,690.0,49.3,0
11400.0,9.76,29000.0,17.82,705.0,63.4,1
4500.0,12.49,45000.0,28.0,700.0,81.4,0
10800.0,20.99,30000.0,16.08,680.0,68.5,0
4750.0,25.89,60000.0,17.1,660.0,61.2,0
30000.0,17.77,98000.0,8.19,660.0,81.3,0
25000.0,16.29,80000.0,34.26,705.0,60.6,0
9000.0,18.49,62400.0,16.32,700.0,71.8,1
10000.0,12.85,55000.0,13.96,710.0,24.3,0
12000.0,9.75,100000.0,17.35,695.0,40.7,0
16000.0,12.49,79800.0,9.55,685.0,78.7,0
10000.0,11.44,40000.0,13.44,725.0,45.9,0
8000.0,10.99,30000.0,11.96,685.0,26.6,0
8000.0,8.18,65000.0,20.33,700.0,88.6,0
24000.0,9.8,270000.0,13.16,710.0,107.2,0
7000.0,13.33,84000.0,12.69,715.0,17.8,0
10000.0,8.19,74841.0,12.84,690.0,28.2,0
10000.0,7.89,66000.0,25.55,710.0,28.4,1
14000.0,15.05,116000.0,22.36,680.0,55.1,0
12000.0,5.79,170000.0,20.09,770.0,2.0,0
6500.0,16.99,24000.0,36.05,665.0,72.3,0
15000.0,5.32,60000.0,20.82,720.0,51.3,0
6000.0,9.17,50000.0,15.91,660.0,43.0,0
21800.0,26.24,60000.0,19.88,675.0,92.0,0
27225.0,24.49,150000.0,19.68,760.0,20.4,0
30000.0,11.99,160000.0,24.24,695.0,93.2,0
18000.0,10.99,42000.0,14.77,675.0,79.1,0
10000.0,18.99,49500.0,17.75,685.0,75.4,1
9000.0,10.75,48000.0,25.8,675.0,41.5,0
10000.0,5.32,150000.0,13.04,700.0,45.8,0
16000.0,11.53,38500.0,15.59,700.0,34.4,0
10400.0,14.3,45000.0,14.96,685.0,55.5,0
28000.0,9.49,130000.0,14.51,695.0,64.0,0
9000.0,11.99,60000.0,16.86,715.0,28.4,0
24000.0,15.41,65000.0,21.03,660.0,63.3,0
14000.0,10.49,89000.0,16.91,720.0,38.5,0
10000.0,9.75,85000.0,39.38,695.0,91.3,0
19200.0,10.16,55000.0,9.77,720.0,32.1,1
5500.0,7.99,50000.0,10.89,705.0,27.9,0
24000.0,14.08,63000.0,9.31,715.0,71.0,0
40000.0,14.49,154104.0,14.19,735.0,23.1,0
24000.0,13.99,125000.0,8.19,675.0,75.7,1
7000.0,13.99,65000.0,19.51,680.0,95.3,0
35000.0,13.33,106000.0,29.41,710.0,55.5,0
14000.0,10.99,70000.0,24.79,675.0,62.7,1
3500.0,12.99,70000.0,12.69,665.0,73.8,0
8000.0,12.39,48000.0,19.65,665.0,65.9,0
14000.0,10.99,52000.0,22.09,710.0,76.6,0
10000.0,8.39,38500.0,15.34,690.0,33.2,0
23675.0,12.69,70000.0,21.91,695.0,43.1,0
12000.0,7.89,45000.0,18.21,715.0,58.0,0
22925.0,22.39,56000.0,32.85,730.0,27.5,0
12000.0,16.55,70000.0,26.18,675.0,69.5,1
12000.0,10.15,48000.0,17.35,720.0,48.3,0
20000.0,19.99,110000.0,14.61,660.0,46.7,1
6000.0,8.18,60000.0,20.56,670.0,68.0,0
15500.0,12.29,40320.0,13.84,670.0,94.2,0
7000.0,11.11,28800.0,19.75,690.0,56.1,0
31375.0,21.99,65500.0,11.62,735.0,13.8,1
10575.0,14.98,55000.0,15.48,680.0,80.2,0
25000.0,15.31,120000.0,15.11,660.0,85.8,0
9000.0,18.99,25000.0,17.28,665.0,78.3,0
7200.0,19.99,70000.0,26.28,675.0,62.6,0
25000.0,17.99,165000.0,23.67,675.0,96.7,0
8000.0,6.03,65000.0,11.22,825.0,4.4,0
21000.0,8.9,92000.0,16.98,695.0,54.5,0
11125.0,10.41,75000.0,32.59,725.0,38.0,1
6000.0,10.99,60000.0,17.56,685.0,58.0,0
35000.0,18.55,150000.0,5.83,660.0,59.4,0
33150.0,18.25,100000.0,33.8,685.0,81.9,1
6000.0,11.99,78000.0,13.75,670.0,14.8,1
12000.0,14.64,93500.0,26.53,670.0,39.6,1
21000.0,7.89,135000.0,12.59,775.0,15.0,1
5000.0,14.33,29700.0,12.53,665.0,94.6,0
5000.0,5.32,47000.0,6.28,765.0,14.5,0
3600.0,12.99,62000.0,30.43,665.0,44.7,0
6400.0,14.46,40000.0,21.42,670.0,49.9,0
25000.0,10.99,150000.0,2.5,730.0,16.7,0
7225.0,13.49,65000.0,26.75,725.0,41.3,1
2400.0,12.29,60000.0,14.58,705.0,40.1,0
15000.0,12.29,104000.0,7.51,735.0,49.5,0
3800.0,7.46,24000.0,13.0,740.0,36.9,0
6000.0,15.61,60000.0,18.44,685.0,52.3,0
14000.0,12.79,60000.0,26.01,670.0,86.1,1
8800.0,10.99,72000.0,13.82,685.0,58.4,0
13350.0,13.65,42000.0,12.34,680.0,62.9,0
16000.0,13.11,70000.0,4.29,685.0,64.8,1
22175.0,9.75,80000.0,7.05,670.0,12.4,0
28000.0,12.98,67000.0,24.32,705.0,71.9,0
24000.0,8.18,300000.0,23.71,765.0,14.0,0
5000.0,7.89,50000.0,18.3,680.0,48.0,0
6500.0,11.48,62000.0,29.27,665.0,57.1,1
10000.0,5.32,68000.0,11.7,710.0,26.8,0
5500.0,15.61,102000.0,26.96,685.0,73.1,0
23325.0,12.99,52500.0,30.49,695.0,76.7,0
20000.0,7.89,60000.0,18.8,755.0,56.5,0
10000.0,16.91,58100.0,34.64,745.0,1.0,0
12000.0,14.99,44000.0,22.61,695.0,6.4,0
20350.0,12.69,51000.0,13.51,675.0,1.4,0
22000.0,14.08,58000.0,9.62,725.0,5.8,0
14000.0,12.62,140000.0,16.91,700.0,44.4,0
13200.0,7.89,68000.0,13.39,700.0,35.4,0
8000.0,14.99,38000.0,29.44,675.0,53.5,0
14400.0,13.67,73560.0,34.47,720.0,0.8,0
16150.0,25.57,45000.0,26.83,720.0,14.8,1
14000.0,9.17,48000.0,14.35,665.0,50.5,0
25000.0,6.49,225000.0,4.54,835.0,29.6,0
5000.0,10.91,60000.0,29.32,725.0,19.1,0
15000.0,17.27,100000.0,18.8,660.0,62.7,1
11650.0,13.47,57996.0,13.28,690.0,45.7,0
7325.0,16.02,48000.0,22.05,665.0,57.0,0
32350.0,14.98,65000.0,27.68,740.0,49.5,1
12600.0,24.99,35000.0,15.88,660.0,91.5,0
30000.0,12.12,139000.0,16.84,710.0,77.0,0
24000.0,12.49,300000.0,13.89,715.0,59.3,0
6000.0,12.69,95000.0,6.91,660.0,67.7,0
12000.0,12.69,67954.25,17.34,670.0,51.2,0
4600.0,14.49,50000.0,24.89,735.0,6.9,0
17625.0,19.2,95000.0,12.83,680.0,95.2,1
35000.0,9.99,143000.0,8.2,760.0,16.6,0
10000.0,12.49,34571.0,14.72,685.0,48.6,0
16000.0,15.31,44000.0,24.36,675.0,54.0,1
8500.0,10.75,65000.0,17.58,670.0,53.7,0
15000.0,9.99,41000.0,15.98,660.0,85.4,1
18000.0,24.08,56000.0,18.71,690.0,66.5,1
14275.0,13.67,46000.0,27.68,695.0,54.6,1
28650.0,11.99,95000.0,33.49,715.0,98.7,1
20000.0,13.99,62767.0,24.44,685.0,54.6,0
12000.0,7.97,54000.0,44.09,705.0,61.9,1
6025.0,11.55,170000.0,5.75,710.0,31.0,0
4000.0,14.46,42000.0,25.86,670.0,57.5,0
24350.0,16.99,58000.0,20.55,750.0,12.4,1
15000.0,9.99,60000.0,11.22,730.0,38.9,1
10000.0,10.38,78000.0,18.46,785.0,8.1,0
18000.0,19.99,54040.0,22.83,660.0,64.9,0
12000.0,8.39,55000.0,33.95,720.0,30.3,0
10000.0,9.99,57200.0,28.85,715.0,45.9,0
22400.0,14.08,125000.0,24.44,690.0,27.9,0
16000.0,14.33,60000.0,28.72,730.0,36.2,0
12000.0,17.86,38920.0,39.16,665.0,67.7,1
1600.0,14.99,32000.0,20.56,665.0,66.5,0
3600.0,10.99,30000.0,17.12,695.0,42.4,0
24000.0,9.16,76000.0,18.96,705.0,92.7,0
28000.0,7.9,95000.0,14.55,710.0,67.8,0
10000.0,7.26,60000.0,17.06,700.0,44.7,0
4500.0,12.05,63000.0,16.88,685.0,65.7,0
10400.0,10.99,92000.0,22.88,660.0,85.9,0
11525.0,16.99,40000.0,35.67,685.0,53.4,1
5625.0,19.99,48500.0,6.93,665.0,78.5,0
15000.0,17.97,87936.0,2.78,710.0,15.9,0
12000.0,12.99,81000.0,27.8,665.0,63.0,0
3025.0,9.93,62600.0,5.0,765.0,1.2,0
5000.0,12.62,45000.0,11.39,700.0,77.9,0
24000.0,17.99,53762.0,13.28,710.0,62.0,1
9600.0,10.91,55000.0,5.37,715.0,46.2,0
29975.0,6.89,130000.0,5.84,695.0,28.3,0
6000.0,13.67,61336.65,26.1,680.0,59.7,1
16000.0,13.99,102000.0,10.22,660.0,49.3,1
10000.0,8.9,61000.0,25.32,760.0,51.0,0
12000.0,12.74,72000.0,17.6,660.0,54.6,0
5500.0,12.12,34000.0,6.6,735.0,22.5,1
12000.0,7.02,133000.0,7.16,740.0,14.6,0
21000.0,11.67,72824.0,23.31,680.0,99.3,0
16000.0,9.99,75000.0,18.37,660.0,62.2,1
9900.0,16.29,50000.0,8.83,750.0,10.5,0
15000.0,21.99,67000.0,16.82,665.0,37.4,1
10000.0,6.89,100000.0,6.34,720.0,34.7,0
25000.0,5.32,73000.0,5.08,770.0,15.8,0
8475.0,17.14,32000.0,36.08,705.0,41.2,0
24000.0,10.99,70000.0,21.67,670.0,97.4,0
1600.0,20.2,31000.0,24.66,695.0,52.9,0
8000.0,18.75,60000.0,12.58,660.0,39.3,0
6000.0,10.78,49000.0,28.46,675.0,10.9,0
28000.0,14.65,260000.0,19.66,695.0,59.1,0
10800.0,19.53,105000.0,18.57,670.0,55.0,0
7800.0,8.18,48000.0,29.63,740.0,38.9,0
5000.0,9.99,55000.0,12.83,685.0,89.5,1
10000.0,12.99,80000.0,33.72,705.0,49.9,0
2500.0,14.08,19200.0,7.75,690.0,42.4,1
2500.0,11.39,82000.0,18.89,660.0,52.9,0
20000.0,12.12,84000.0,13.41,685.0,83.1,0
7000.0,11.53,24500.0,21.57,670.0,34.7,0
24000.0,12.29,75000.0,22.77,670.0,82.3,0
6000.0,11.53,15000.0,13.2,665.0,45.5,1
3000.0,14.46,70000.0,22.6,665.0,57.8,1
16000.0,9.75,180000.0,14.62,695.0,64.0,0
5000.0,8.38,55000.0,22.32,675.0,65.3,0
35000.0,10.72,120000.0,3.26,745.0,0.0,0
3025.0,11.49,100000.0,3.09,700.0,27.6,0
11500.0,10.42,60000.0,5.74,675.0,56.5,0
7550.0,13.68,39000.0,20.65,705.0,64.9,0
18000.0,7.26,250000.0,12.14,725.0,61.2,0
7000.0,19.42,48500.0,28.63,730.0,22.8,0
10000.0,9.99,51000.0,14.85,675.0,64.7,1
16850.0,10.99,85000.0,17.55,715.0,81.2,0
10000.0,13.67,60000.0,21.9,675.0,53.0,0
15000.0,11.39,135000.0,10.83,710.0,53.8,0
35000.0,12.69,75000.0,13.33,705.0,21.6,1
1100.0,11.53,30000.0,9.24,675.0,62.5,0
15000.0,19.99,65000.0,22.99,720.0,23.2,0
9600.0,14.49,39000.0,21.63,670.0,74.8,1
21000.0,13.99,64000.0,39.98,675.0,93.0,0
7200.0,14.99,35000.0,28.19,685.0,31.4,1
10350.0,14.33,40370.0,23.37,665.0,33.7,0
4000.0,11.99,34000.0,3.6,670.0,37.0,0
35000.0,17.27,92000.0,7.8,685.0,38.4,0
6000.0,12.74,32000.0,9.83,710.0,22.0,0
6000.0,14.49,35000.0,25.27,685.0,56.9,0
7000.0,8.99,61300.0,6.83,665.0,17.1,0
22125.0,7.35,165000.0,8.67,780.0,24.4,0
7500.0,13.35,140000.0,7.07,670.0,67.3,0
2875.0,13.53,20400.0,28.65,710.0,66.9,0
18250.0,6.03,42000.0,21.39,750.0,39.4,0
5000.0,14.65,25000.0,2.0,695.0,2.9,0
12000.0,15.05,60000.0,16.5,660.0,97.3,0
20000.0,7.9,48000.0,11.08,715.0,16.3,0
32000.0,14.65,80000.0,14.42,740.0,10.7,0
10000.0,12.12,75000.0,21.66,685.0,63.0,0
14000.0,10.49,65000.0,19.74,665.0,74.5,0
20700.0,12.59,75000.0,18.78,690.0,64.7,0
6000.0,8.19,80000.0,16.76,675.0,43.3,0
13000.0,11.53,65000.0,24.21,675.0,68.7,0
35000.0,17.86,180000.0,18.21,720.0,33.7,1
24000.0,17.27,69729.0,4.66,660.0,18.5,0
6000.0,9.91,36000.0,10.9,695.0,13.3,0
22000.0,7.35,108000.0,34.06,775.0,24.9,0
15600.0,10.99,92000.0,13.06,780.0,30.8,0
20000.0,17.27,47000.0,27.68,660.0,78.0,0
22525.0,23.28,70000.0,9.43,685.0,97.4,1
7500.0,9.49,51000.0,12.02,745.0,25.6,0
10000.0,14.09,82000.0,10.54,660.0,56.9,1
5750.0,10.64,39270.4,22.4,700.0,61.7,1
10000.0,7.9,68000.0,15.81,725.0,47.9,1
20000.0,12.88,59000.0,23.71,700.0,97.0,0
5000.0,17.99,29142.0,17.09,660.0,54.5,0
15000.0,14.99,73000.0,13.88,660.0,59.4,0
14000.0,7.9,137000.0,11.51,725.0,48.5,0
21000.0,6.62,300000.0,7.31,765.0,1.9,0
10800.0,17.1,78000.0,19.12,665.0,64.5,0
35000.0,25.83,95000.0,27.8,685.0,68.1,1
12000.0,7.62,54000.0,15.59,740.0,37.5,0
12000.0,14.31,45000.0,11.31,670.0,59.9,1
30000.0,19.72,72000.0,6.57,690.0,13.1,0
7025.0,13.49,27885.6,15.97,770.0,12.2,0
19000.0,11.39,64000.0,21.96,750.0,25.5,0
17500.0,17.27,45000.0,21.31,700.0,86.1,1
7575.0,10.42,35928.0,21.14,720.0,76.7,0
21000.0,19.99,120000.0,15.8,665.0,9.0,0
19200.0,18.55,53352.0,19.09,680.0,66.8,1
15000.0,17.86,62000.0,20.79,670.0,85.7,0
8000.0,13.99,72000.0,24.67,670.0,33.8,0
20000.0,7.89,85000.0,15.78,710.0,27.0,0
12000.0,12.12,65000.0,5.35,665.0,62.7,0
5000.0,8.49,175000.0,0.79,690.0,27.0,0
2500.0,10.47,65000.0,6.87,750.0,8.5,0
35000.0,22.95,120000.0,29.39,665.0,68.7,1
30000.0,13.49,215000.0,20.89,695.0,89.0,1
35000.0,7.49,180000.0,14.27,715.0,69.8,0
10000.0,8.9,45000.0,4.29,720.0,59.6,0
7800.0,9.99,30000.0,30.6,670.0,69.0,1
30000.0,14.08,165000.0,30.11,695.0,48.0,0
7200.0,15.65,36480.0,10.53,680.0,37.7,0
16000.0,5.32,75000.0,3.62,715.0,23.1,1
14000.0,9.75,65000.0,22.6,660.0,76.9,0
4000.0,16.29,35000.0,34.33,705.0,33.5,0
19000.0,10.99,48000.0,17.08,735.0,13.1,0
9000.0,10.49,58000.0,19.14,670.0,44.8,0
16000.0,15.41,51000.0,33.65,665.0,93.3,1
8400.0,9.17,80000.0,12.89,660.0,41.8,0
24000.0,15.31,84000.0,32.23,735.0,29.1,1
20000.0,22.91,144000.0,4.53,670.0,34.0,1
24000.0,14.08,132000.0,30.02,725.0,41.8,0
15775.0,8.67,190000.0,5.46,690.0,57.4,0
13200.0,7.24,84000.0,18.96,720.0,26.2,0
5000.0,18.55,64000.0,23.29,660.0,39.6,0
5000.0,21.7,93000.0,9.59,685.0,67.8,0
25000.0,10.49,138000.0,28.43,690.0,55.0,1
24000.0,7.89,65000.0,27.1,715.0,35.6,0
15600.0,9.99,80000.0,15.0,665.0,92.2,1
9650.0,12.59,45000.0,12.93,660.0,36.0,0
13000.0,9.93,40000.0,17.52,725.0,18.8,0
10000.0,7.24,62000.0,14.17,710.0,38.1,0
8000.0,10.75,20000.0,18.31,685.0,47.1,0
8000.0,14.07,70000.0,26.57,695.0,78.5,0
30000.0,12.62,137000.0,23.72,720.0,31.0,0
21000.0,6.49,80000.0,7.46,710.0,71.7,0
10000.0,5.32,50000.0,18.84,735.0,59.2,0
10250.0,8.9,75350.0,9.28,715.0,71.2,0
9200.0,7.49,30000.0,33.34,720.0,34.2,0
14000.0,6.24,70000.0,14.02,705.0,74.1,0
5000.0,16.49,81000.0,5.75,670.0,75.9,0
19200.0,14.08,80000.0,14.24,690.0,48.9,0
13000.0,16.99,62000.0,18.58,665.0,68.2,1
26500.0,21.85,45064.0,17.98,675.0,40.2,0
20000.0,7.69,87000.0,15.46,700.0,92.3,0
25000.0,15.59,135000.0,17.2,680.0,31.4,0
15000.0,6.11,55000.0,9.51,660.0,34.5,0
15000.0,17.57,50000.0,16.35,695.0,57.9,1
6775.0,20.0,25000.0,29.33,715.0,32.8,0
5000.0,11.44,50000.0,13.68,690.0,41.1,0
20000.0,10.99,120000.0,29.47,665.0,54.8,0
16125.0,15.31,54000.0,21.24,700.0,62.4,0
4900.0,20.99,30000.0,21.48,660.0,48.7,0
5000.0,16.99,94500.0,32.76,700.0,80.4,0
3000.0,9.92,83000.0,11.35,700.0,42.2,0
12000.0,11.99,42000.0,26.57,660.0,88.5,0
10000.0,7.07,71042.0,27.22,815.0,8.4,0
8825.0,20.75,26000.0,13.53,665.0,0.3,1
13000.0,10.91,65000.0,2.18,675.0,49.8,0
3000.0,11.99,17000.0,24.44,660.0,80.5,0
11250.0,19.52,25000.0,14.84,675.0,32.3,0
35000.0,13.33,200000.0,14.97,720.0,82.7,0
4000.0,15.31,65000.0,19.68,675.0,50.7,0
15000.0,9.17,80000.0,12.38,695.0,63.8,0
2300.0,12.62,34000.0,7.7,665.0,70.0,0
15000.0,8.49,90000.0,11.83,675.0,45.7,0
14400.0,14.98,92000.0,13.75,690.0,48.5,0
25000.0,26.99,65000.0,26.57,665.0,63.0,1
20000.0,15.61,95000.0,23.77,705.0,28.0,0
14000.0,13.98,44000.0,24.82,750.0,32.0,0
15000.0,12.99,48000.0,29.15,715.0,65.4,0
11200.0,16.49,28000.0,21.56,660.0,70.8,0
15000.0,11.22,65000.0,23.5,740.0,31.8,0
9500.0,13.99,75000.0,18.98,660.0,59.6,0
7200.0,13.67,56000.0,32.83,680.0,56.9,0
6000.0,6.62,57000.0,2.19,680.0,58.3,0
3000.0,19.42,48500.0,29.1,740.0,58.8,0
5000.0,14.65,59000.0,32.06,695.0,36.7,1
6000.0,11.44,51000.0,18.42,670.0,67.7,0
18000.0,9.17,80000.0,21.16,690.0,64.9,0
10000.0,15.88,102000.0,4.66,665.0,57.8,0
16425.0,23.5,73000.0,20.7,690.0,53.0,0
10000.0,10.75,87000.0,24.65,665.0,75.7,0
13000.0,6.03,65000.0,17.86,730.0,34.6,0
18000.0,13.35,47000.0,22.93,660.0,74.1,1
28000.0,11.44,125000.0,23.13,670.0,60.2,0
35000.0,10.78,92000.0,18.13,755.0,33.8,0
30000.0,15.05,30000.0,4.92,760.0,30.2,0
20000.0,12.99,130000.0,10.61,705.0,10.5,1
24000.0,12.99,109000.0,17.89,705.0,75.0,0
35000.0,12.49,125000.0,13.06,730.0,55.6,0
2400.0,17.27,13288.0,8.76,665.0,64.5,0
12000.0,10.49,61000.0,14.33,715.0,18.5,0
2000.0,5.42,42870.0,11.73,745.0,28.5,0
7000.0,11.55,40000.0,21.78,675.0,76.6,0
12000.0,12.99,35000.0,19.65,690.0,51.3,0
16800.0,9.16,95000.0,23.48,690.0,34.8,0
5000.0,8.99,55000.0,22.63,690.0,50.1,0
25000.0,11.99,60000.0,25.28,740.0,28.3,0
30200.0,17.99,45760.0,16.13,715.0,89.2,0
20825.0,11.47,51000.0,19.32,780.0,32.8,0
10000.0,8.49,115000.0,23.26,675.0,83.0,0
18000.0,14.65,75000.0,31.27,680.0,79.6,1
